0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.444444444444444420e+00
0.000000000000000000e+00 1.888888888888888840e+00
0.000000000000000000e+00 2.333333333333333037e+00
0.000000000000000000e+00 2.777777777777777679e+00
0.000000000000000000e+00 3.222222222222222321e+00
0.000000000000000000e+00 3.666666666666666519e+00
0.000000000000000000e+00 4.111111111111110716e+00
0.000000000000000000e+00 4.555555555555555358e+00
0.000000000000000000e+00 5.000000000000000000e+00
5.555555555555555247e-02 1.000000000000000000e+00
5.555555555555555247e-02 1.444444444444444420e+00
5.555555555555555247e-02 1.888888888888888840e+00
5.555555555555555247e-02 2.333333333333333037e+00
5.555555555555555247e-02 2.777777777777777679e+00
5.555555555555555247e-02 3.222222222222222321e+00
5.555555555555555247e-02 3.666666666666666519e+00
5.555555555555555247e-02 4.111111111111110716e+00
5.555555555555555247e-02 4.555555555555555358e+00
5.555555555555555247e-02 5.000000000000000000e+00
1.111111111111111049e-01 1.000000000000000000e+00
1.111111111111111049e-01 1.444444444444444420e+00
1.111111111111111049e-01 1.888888888888888840e+00
1.111111111111111049e-01 2.333333333333333037e+00
1.111111111111111049e-01 2.777777777777777679e+00
1.111111111111111049e-01 3.222222222222222321e+00
1.111111111111111049e-01 3.666666666666666519e+00
1.111111111111111049e-01 4.111111111111110716e+00
1.111111111111111049e-01 4.555555555555555358e+00
1.111111111111111049e-01 5.000000000000000000e+00
1.666666666666666574e-01 1.000000000000000000e+00
1.666666666666666574e-01 1.444444444444444420e+00
1.666666666666666574e-01 1.888888888888888840e+00
1.666666666666666574e-01 2.333333333333333037e+00
1.666666666666666574e-01 2.777777777777777679e+00
1.666666666666666574e-01 3.222222222222222321e+00
1.666666666666666574e-01 3.666666666666666519e+00
1.666666666666666574e-01 4.111111111111110716e+00
1.666666666666666574e-01 4.555555555555555358e+00
1.666666666666666574e-01 5.000000000000000000e+00
2.222222222222222099e-01 1.000000000000000000e+00
2.222222222222222099e-01 1.444444444444444420e+00
2.222222222222222099e-01 1.888888888888888840e+00
2.222222222222222099e-01 2.333333333333333037e+00
2.222222222222222099e-01 2.777777777777777679e+00
2.222222222222222099e-01 3.222222222222222321e+00
2.222222222222222099e-01 3.666666666666666519e+00
2.222222222222222099e-01 4.111111111111110716e+00
2.222222222222222099e-01 4.555555555555555358e+00
2.222222222222222099e-01 5.000000000000000000e+00
2.777777777777777901e-01 1.000000000000000000e+00
2.777777777777777901e-01 1.444444444444444420e+00
2.777777777777777901e-01 1.888888888888888840e+00
2.777777777777777901e-01 2.333333333333333037e+00
2.777777777777777901e-01 2.777777777777777679e+00
2.777777777777777901e-01 3.222222222222222321e+00
2.777777777777777901e-01 3.666666666666666519e+00
2.777777777777777901e-01 4.111111111111110716e+00
2.777777777777777901e-01 4.555555555555555358e+00
2.777777777777777901e-01 5.000000000000000000e+00
3.333333333333333148e-01 1.000000000000000000e+00
3.333333333333333148e-01 1.444444444444444420e+00
3.333333333333333148e-01 1.888888888888888840e+00
3.333333333333333148e-01 2.333333333333333037e+00
3.333333333333333148e-01 2.777777777777777679e+00
3.333333333333333148e-01 3.222222222222222321e+00
3.333333333333333148e-01 3.666666666666666519e+00
3.333333333333333148e-01 4.111111111111110716e+00
3.333333333333333148e-01 4.555555555555555358e+00
3.333333333333333148e-01 5.000000000000000000e+00
3.888888888888888395e-01 1.000000000000000000e+00
3.888888888888888395e-01 1.444444444444444420e+00
3.888888888888888395e-01 1.888888888888888840e+00
3.888888888888888395e-01 2.333333333333333037e+00
3.888888888888888395e-01 2.777777777777777679e+00
3.888888888888888395e-01 3.222222222222222321e+00
3.888888888888888395e-01 3.666666666666666519e+00
3.888888888888888395e-01 4.111111111111110716e+00
3.888888888888888395e-01 4.555555555555555358e+00
3.888888888888888395e-01 5.000000000000000000e+00
4.444444444444444198e-01 1.000000000000000000e+00
4.444444444444444198e-01 1.444444444444444420e+00
4.444444444444444198e-01 1.888888888888888840e+00
4.444444444444444198e-01 2.333333333333333037e+00
4.444444444444444198e-01 2.777777777777777679e+00
4.444444444444444198e-01 3.222222222222222321e+00
4.444444444444444198e-01 3.666666666666666519e+00
4.444444444444444198e-01 4.111111111111110716e+00
4.444444444444444198e-01 4.555555555555555358e+00
4.444444444444444198e-01 5.000000000000000000e+00
5.000000000000000000e-01 1.000000000000000000e+00
5.000000000000000000e-01 1.444444444444444420e+00
5.000000000000000000e-01 1.888888888888888840e+00
5.000000000000000000e-01 2.333333333333333037e+00
5.000000000000000000e-01 2.777777777777777679e+00
5.000000000000000000e-01 3.222222222222222321e+00
5.000000000000000000e-01 3.666666666666666519e+00
5.000000000000000000e-01 4.111111111111110716e+00
5.000000000000000000e-01 4.555555555555555358e+00
5.000000000000000000e-01 5.000000000000000000e+00
