timestamp,value1,value2
0.0,0.0,3.5
0.00028563267637817766,0.000999714346932936,3.4999997858365774
0.0031419594401599538,0.010996830899688928,3.499974084703652
0.020389274977335115,0.07135503529337489,3.4989060071324847
0.04982562841880538,0.17428050936367165,3.4933862633943096
0.08509401060263055,0.29727591480270865,3.4801700391520916
0.13127877274855881,0.4573742037690557,3.450129639494939
0.1854800940206345,0.6429157251168941,3.3914391885109287
0.2496142435383904,0.857072990356088,3.2777238032715266
0.32376397785185757,1.0928215931354446,3.0641523218704094
0.40671632430175064,1.3324897449868065,2.6874844286942747
0.48530010123677636,1.5244439546540038,2.1711512677065925
0.5633918392709408,1.6688083515275303,1.5019895322730181
0.6395010936791895,1.754282154223721,0.7283638649061421
0.7158049871398616,1.7780213925903179,-0.11069432383938473
0.7970521068929826,1.732864489743653,-0.9914547521247954
0.874526303939946,1.6261811890561122,-1.743080778732946
0.9527157899275934,1.4646794341650358,-2.3622626575910903
1.0336763117224401,1.2531059763217216,-2.836380896737016
1.120698707692278,0.9905261439817459,-3.1711036182015864
1.2189883467456286,0.6673118558949731,-3.381220555848607
1.324431258789216,0.30475555647188335,-3.478994375367658
1.4257618588836922,-0.04929509207241499,-3.4993599275482987
1.5329490839558095,-0.4228037075824327,-3.4579076898250922
1.6392635045924884,-0.7843436671668285,-3.3230731752199643
1.7500294602174078,-1.1370975542301938,-3.009423947345153
1.8654131763477706,-1.4522078007806312,-2.39823437841145
1.9621986757956682,-1.6486467909075677,-1.6224945306763576
2.0553798998462436,-1.757212214913874,-0.6836411083948705
2.1435691883793813,-1.7748075005742687,0.28838524463655374
2.2395528073489475,-1.6974928519517234,1.303915870633451
2.3229381684309125,-1.556446136151073,2.0528952595321015
2.4098909195509988,-1.3505968271332527,2.649116914616941
2.4984550247639787,-1.0964289415671933,3.059769824936351
2.596499845239268,-0.7820848877255273,3.32429338082982
2.7071583752985053,-0.40542874804274365,3.4614907323141924
2.810616803174794,-0.044777420115525976,3.4993841263392897
2.9191516732153575,0.3342865157294207,3.474443753716674
3.0,0.6126834338825012,3.402944334618497
