timestamp,value1,value2
0.0,0.0,3.5
0.00028563267637817766,0.0009997143469329356,3.4999997858365774
0.0031419594401599538,0.010996830899599512,3.4999740847036493
0.029553806303204276,0.10341566459629276,3.4976952434986375
0.09932610190797725,0.3467535951566207,3.472578294669257
0.2110926660468429,0.7292988012357249,3.352613109946552
0.3518879746782563,1.1774961536234647,2.9543986786397234
0.5032538727710257,1.5621866575417103,2.030434912422903
0.6681675487781101,1.7707345240940469,0.4166401718000854
0.8515210803234904,1.6638666786436724,-1.532896842929046
1.0349461913599212,1.24940767597026,-2.842821469386447
1.2326187390128507,0.6209478726577987,-3.400076367106068
1.4674034643995275,-0.1950484136910089,-3.4917425722171727
1.7397973880630149,-1.1062823606364884,-3.0481000272120062
2.026089523551925,-1.7332259913862105,-0.993958256341775
2.2797370439185105,-1.6378753377103756,1.6866051863751412
2.540135267649312,-0.9659029905966889,3.195796822478181
2.7942068533120556,-0.10150472563840252,3.499887385544685
3.0,0.6138024267435604,3.404873025408688
